ID,Gender,BAMajor,BAGPA,yrs_work,yrs_python,yrs_R,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,GPA
20210655,F,Electronic Engineering,4,1,3,1,55.52,61.01,76.65,56.99,80.60,80.60,86.07,69.93,82.17,62.78,55.71,61.07,76.85,32.48,64.96,64.96,74.08,48.90,67.52,39.41,3.72
20210656,F,Applied Math,2.51,0,1,3,55.55,60.94,76.73,57.05,80.64,80.57,86.10,69.88,82.20,62.87,55.74,61.06,76.82,32.44,64.92,64.92,74.14,49.00,67.59,39.44,3.73
20210657,F,Computer Science,3.45,3,3,1,61.35,80.15,64.78,86.07,80.37,86.50,90.21,75.21,83.71,42.72,61.50,80.27,64.83,74.08,64.59,74.82,81.38,56.57,70.07,18.25,3.66
20210658,F,Computer Science,3.43,2,1,1,68.00,63.36,74.73,71.99,88.79,84.36,60.71,70.19,60.71,30.21,68.04,63.49,74.88,51.83,78.84,71.17,36.86,49.27,36.86,9.13,3.26
20210659,F,Information Systems,3.31,0,1,2,68.78,80.15,76.42,38.68,58.88,56.99,68.35,50.18,64.22,64.22,68.96,80.20,76.44,14.96,34.67,32.48,46.72,25.18,41.24,41.24,3.34
20210660,M,Computer Science,3.02,0,2,0,33.87,32.53,59.19,66.45,53.35,55.37,75.70,71.22,47.18,41.42,34.01,32.65,59.26,44.16,28.46,30.66,57.30,50.72,22.26,17.16,2.84
20210661,F,Business,3.05,3,2,1,77.60,59.19,75.94,68.88,79.92,69.67,82.39,88.58,86.71,38.68,77.79,59.24,76.06,47.44,63.87,48.54,67.88,78.46,75.19,14.96,3.22
20210662,F,Applied Math,3.21,1,0,3,81.87,75.70,88.38,50.90,56.35,64.22,53.01,49.08,49.08,32.53,82.01,75.88,88.47,25.91,31.75,41.24,28.10,24.09,24.09,10.58,3.22
20210663,M,Business,3.19,1,0,1,56.16,63.07,71.22,51.62,45.21,39.15,47.18,65.35,56.35,54.03,56.36,63.16,71.30,26.65,20.44,15.33,22.26,42.71,31.75,29.19,3.08
20210664,F,Computer Science,3.85,2,4,0,74.29,68.62,62.49,82.61,88.38,92.02,84.58,86.50,93.40,24.16,74.44,68.71,62.54,68.24,78.11,84.68,71.54,74.82,87.24,5.84,3.74
20210665,M,Liberal Arts,2.95,1,0,2,55.52,56.67,60.71,52.67,57.95,70.97,60.41,64.78,62.78,40.07,55.62,56.82,60.84,27.74,33.58,50.37,36.49,41.96,39.41,16.06,2.98
20210666,F,Applied Math,3.37,2,1,3,95.79,91.82,91.62,64.78,84.14,61.01,78.77,70.45,61.61,42.29,95.88,91.99,91.71,41.96,70.80,37.22,62.05,49.63,37.96,17.88,3.38
20210667,M,Applied Math,3.04,0,1,3,74.78,77.84,85.01,56.99,50.90,69.93,53.01,67.27,48.33,68.08,74.86,77.98,85.19,32.48,25.91,48.90,28.10,45.25,23.36,46.35,3.14
20210668,M,Computer Science,2.97,1,4,1,71.09,71.22,64.22,74.73,74.97,72.24,79.00,79.46,78.77,35.23,71.25,71.36,64.31,55.85,56.21,52.19,62.41,63.14,62.05,12.41,3.12
20210669,F,Liberal Arts,3.35,3,2,1,82.09,67.81,66.45,87.13,90.82,69.14,88.79,92.22,79.00,47.95,82.14,67.87,66.52,75.92,82.48,47.80,78.84,85.05,62.41,22.99,3.58
20210670,F,Computer Science,2.96,2,2,2,75.96,78.07,85.22,77.84,87.55,82.17,68.08,82.61,82.39,44.80,76.15,78.09,85.30,60.59,76.65,67.52,46.35,68.24,67.88,20.07,3.26
20210671,F,Electronic Engineering,3.19,4,1,1,81.87,67.81,70.71,78.07,86.92,83.93,55.37,66.45,58.57,0.00,82.03,67.89,70.87,60.95,75.55,70.44,30.66,44.16,34.30,0.00,3.07
20210672,M,Computer Science,2.97,1,4,1,71.09,71.22,64.22,74.73,74.97,72.24,79.00,79.46,78.77,35.23,71.11,71.36,64.26,55.85,56.21,52.19,62.41,63.14,62.05,12.41,3.12
20210673,F,Electronic Engineering,3.34,3,2,2,83.60,85.22,70.97,78.54,93.40,90.21,63.93,73.74,76.65,45.61,83.77,85.39,71.07,61.69,87.24,81.38,40.87,54.38,58.75,20.80,3.53
20210674,F,Others,3.64,0,0,1,33.33,52.32,51.97,50.18,50.90,49.45,26.33,21.78,61.31,62.20,33.52,52.46,52.11,25.18,25.91,24.45,6.93,4.74,37.59,38.69,3.17
20210675,F,Computer Science,3.29,2,2,2,81.87,64.22,78.54,89.40,83.49,78.07,78.54,74.24,82.83,35.23,81.95,64.22,78.73,79.92,69.71,60.95,61.69,55.12,68.61,12.41,3.46
20210676,M,Applied Math,4,1,1,2,78.97,78.54,85.22,72.24,48.33,64.22,67.00,69.93,74.73,24.16,79.09,78.61,85.38,52.19,23.36,41.24,44.89,48.90,55.85,5.84,3.75
20210677,F,Computer Science,3.27,1,4,1,72.59,56.99,67.54,74.24,87.34,70.97,71.99,90.21,85.22,67.00,72.70,57.01,67.73,55.12,76.28,50.37,51.83,81.38,72.62,44.89,3.56
20210678,F,Computer Science,3.59,3,2,0,57.74,66.45,47.57,86.50,91.42,77.84,79.69,63.36,73.25,43.98,57.74,66.53,47.75,74.82,83.58,60.59,63.50,40.14,53.66,19.34,3.37
20210679,F,Computer Science,3.85,2,4,0,74.29,68.62,62.49,82.61,88.38,92.02,84.58,86.50,93.40,24.16,74.47,68.81,62.61,68.24,78.11,84.68,71.54,74.82,87.24,5.84,3.74
20210680,F,Electronic Engineering,3.30,2,2,1,69.82,77.84,65.07,63.36,73.25,75.94,61.01,58.88,81.50,50.18,69.93,77.87,65.12,40.14,53.66,57.67,37.22,34.67,66.42,25.18,3.34
20210681,F,Information Systems,3.93,1,1,3,85.09,84.14,83.71,67.27,55.70,72.24,58.57,78.54,56.67,61.90,85.10,84.17,83.77,45.25,31.02,52.19,34.30,61.69,32.11,38.32,3.62
20210682,F,Information Systems,3.34,3,3,1,61.35,81.05,85.44,72.24,81.72,76.65,70.19,81.72,71.48,20.04,61.43,81.09,85.50,52.19,66.78,58.75,49.27,66.78,51.09,4.02,3.38
20210683,M,Business,3.29,3,1,2,81.87,75.21,74.97,70.97,75.21,85.44,81.72,88.17,87.75,31.97,82.07,75.38,75.05,50.37,56.57,73.00,66.78,77.74,77.00,10.22,3.50
20210684,M,Computer Science,3.02,0,2,0,33.87,32.53,59.19,66.45,53.35,55.37,75.70,71.22,47.18,41.42,34.02,32.64,59.32,44.16,28.46,30.66,57.30,50.72,22.26,17.16,2.84
20210685,F,Applied Math,3.11,3,2,2,79.42,81.50,90.42,81.72,80.37,81.95,64.50,73.25,83.27,39.61,79.51,81.69,90.49,66.78,64.59,67.16,41.60,53.66,69.34,15.69,3.28
20210686,M,Information Systems,3.45,3,2,1,58.35,80.60,64.22,90.82,83.71,86.07,70.71,78.77,67.54,0.00,58.49,80.74,64.33,82.48,70.07,74.08,50.00,62.05,45.62,0.00,3.44
20210687,F,Electronic Engineering,3.26,3,1,0,49.37,55.70,53.01,71.22,86.29,70.71,73.99,63.65,57.95,0.00,49.47,55.84,53.04,50.72,74.46,50.00,54.75,40.51,33.58,0.00,3.04
20210688,F,Computer Science,3.94,2,2,2,78.52,65.07,62.49,72.49,75.70,83.71,76.42,69.67,83.05,49.82,78.53,65.19,62.67,52.55,57.30,70.07,58.40,48.54,68.97,24.82,3.80
20210689,F,Applied Math,3.21,1,0,3,81.87,75.70,88.38,50.90,56.35,64.22,53.01,49.08,49.08,32.53,81.92,75.88,88.57,25.91,31.75,41.24,28.10,24.09,24.09,10.58,3.22
20210690,F,Information Systems,4,2,3,2,67.47,79.46,78.77,84.58,89.20,73.00,69.67,74.73,79.92,37.73,67.61,79.59,78.93,71.54,79.57,53.29,48.54,55.85,63.87,14.24,3.92
20210691,F,Computer Science,3.59,3,2,0,57.74,66.45,47.57,86.50,91.42,77.84,79.69,63.36,73.25,43.98,57.85,66.60,47.65,74.82,83.58,60.59,63.50,40.14,53.66,19.34,3.37
20210692,F,Information Systems,3.23,0,3,2,72.34,63.65,76.18,55.04,61.01,50.90,69.41,72.24,68.35,47.57,72.49,63.84,76.19,30.29,37.22,25.91,48.18,52.19,46.72,22.63,3.10
20210693,F,Applied Math,3.01,1,1,2,73.08,77.84,76.42,72.75,56.67,75.94,57.95,68.88,59.50,33.09,73.17,77.97,76.44,52.93,32.11,57.67,33.58,47.44,35.40,10.95,3.17
20210694,M,Information Systems,3.55,2,3,1,61.93,80.83,65.62,67.27,71.99,86.92,79.00,67.81,87.34,35.23,62.09,80.85,65.73,45.25,51.83,75.55,62.41,45.98,76.28,12.41,3.40
20210695,F,Applied Math,3.47,0,2,2,90.20,64.50,61.61,49.82,64.22,59.19,76.18,57.95,62.49,47.95,90.25,64.51,61.62,24.82,41.24,35.03,58.03,33.58,39.05,22.99,3.34
20210696,F,Information Systems,3.22,2,1,3,77.14,87.55,86.50,77.13,87.55,71.74,70.19,64.78,73.74,60.41,77.29,87.64,86.55,59.49,76.65,51.47,49.27,41.96,54.38,36.49,3.47
20210697,M,Others,3.09,3,2,1,75.25,80.37,68.08,76.18,83.71,66.18,77.13,76.42,65.07,0.00,75.27,80.48,68.25,58.03,70.07,43.80,59.49,58.40,42.34,0.00,3.08
20210698,M,Applied Math,3.40,1,1,3,94.09,80.15,76.42,54.03,73.74,67.54,57.95,73.99,78.07,54.71,94.16,80.23,76.42,29.19,54.38,45.62,33.58,54.75,60.95,29.93,3.45
20210699,F,Others,3.18,1,2,0,52.87,58.57,48.71,67.54,44.39,68.35,61.01,63.07,54.71,38.21,52.95,58.75,48.83,45.62,19.70,46.72,37.22,39.78,29.93,14.60,2.90
20210700,M,Computer Science,3.55,1,4,2,66.67,68.35,74.48,84.58,86.29,88.79,74.48,93.78,79.23,65.62,66.69,68.38,74.61,71.54,74.46,78.84,55.47,87.95,62.77,43.06,3.72
20210701,F,Computer Science,3.07,3,3,1,66.13,68.62,71.22,85.22,92.41,86.50,78.07,79.92,86.71,13.51,66.25,68.77,71.26,72.62,85.40,74.82,60.95,63.87,75.19,1.83,3.33
20210702,M,Computer Science,3.29,3,3,2,87.38,73.00,84.79,96.09,97.04,91.02,83.93,93.00,84.36,27.68,87.40,73.04,84.85,92.33,94.17,82.85,70.44,86.49,71.17,7.66,3.49
20210703,F,Electronic Engineering,3.24,0,3,0,46.76,65.90,68.62,52.67,56.35,65.35,63.93,77.60,67.81,36.25,46.83,66.09,68.69,27.74,31.75,42.71,40.87,60.22,45.98,13.14,3.04
20210704,M,Applied Math,3.08,3,0,4,96.91,82.17,84.58,89.81,89.61,82.39,77.84,69.67,56.35,49.08,97.00,82.36,84.64,80.66,80.30,67.88,60.59,48.54,31.75,24.09,3.50
20210705,M,Liberal Arts,3.48,3,0,0,66.40,51.97,70.71,82.83,70.71,73.99,58.26,68.08,58.88,31.97,66.60,51.97,70.79,68.61,50.00,54.75,33.94,46.35,34.67,10.22,3.42
20210706,F,Applied Math,3.43,2,0,4,95.79,89.20,95.33,75.94,75.70,80.37,72.75,60.11,66.73,33.09,95.85,89.39,95.52,57.67,57.30,64.59,52.93,36.13,44.53,10.95,3.62
20210707,F,Computer Science,4,3,3,2,75.96,79.46,86.92,82.61,91.02,85.22,74.48,89.40,78.77,44.39,75.97,79.61,86.98,68.24,82.85,72.62,55.47,79.92,62.05,19.70,4.06
20210708,F,Computer Science,3.14,0,3,2,70.58,72.75,60.11,76.65,69.14,66.18,78.30,78.07,70.97,73.49,70.76,72.80,60.15,58.75,47.80,43.80,61.31,60.95,50.37,54.01,3.37
20210709,M,Electronic Engineering,3.27,0,4,2,74.29,67.27,65.62,70.45,75.45,61.01,77.60,72.75,80.15,68.35,74.37,67.36,65.79,49.63,56.93,37.22,60.22,52.93,64.24,46.72,3.50
20210710,F,Applied Math,3.65,2,0,3,76.90,83.27,86.07,82.39,60.41,66.73,67.81,48.71,73.49,40.97,77.05,83.46,86.26,67.88,36.49,44.53,45.98,23.73,54.01,16.79,3.64
20210711,F,Applied Math,3.53,2,1,3,80.32,76.42,80.37,85.01,76.42,77.13,74.97,76.65,60.41,14.80,80.35,76.47,80.39,72.27,58.40,59.49,56.21,58.75,36.49,2.19,3.37
20210712,F,Applied Math,3.24,3,2,4,94.50,97.97,90.21,87.96,88.79,93.98,78.54,72.75,80.60,53.35,94.18,98.14,90.27,77.37,78.84,88.32,61.69,52.93,64.96,28.46,3.64
20210713,M,Computer Science,3.67,3,2,1,60.17,74.48,67.54,88.79,80.83,79.46,67.54,73.49,81.28,0.00,60.29,74.64,67.60,78.84,65.33,63.14,45.62,54.01,66.06,0.00,3.42
20210714,F,Computer Science,3.25,2,1,1,55.20,52.67,71.74,84.14,80.60,84.36,61.01,74.97,76.42,36.75,55.35,52.86,71.86,70.80,64.96,71.17,37.22,56.21,58.40,13.51,3.32
20210715,M,Computer Science,3.29,3,3,2,87.38,73.00,84.79,96.09,97.04,91.02,83.93,93.00,84.36,27.68,87.43,73.06,84.86,92.33,94.17,82.85,70.44,86.49,71.17,7.66,3.49
20210716,M,Applied Math,3.28,1,0,2,71.09,82.17,72.49,72.49,54.71,56.35,58.88,58.57,59.50,49.45,71.24,82.24,72.66,52.55,29.93,31.75,34.67,34.30,35.40,24.45,3.25
20210717,F,Information Systems,3.27,1,4,3,85.51,77.37,94.75,80.83,76.18,69.14,82.61,84.14,87.96,67.00,85.53,77.55,94.88,65.33,58.03,47.80,68.24,70.80,77.37,44.89,3.59
20210718,M,Computer Science,3.14,2,2,1,59.87,55.70,58.57,82.39,79.00,85.44,60.71,78.77,79.92,53.35,59.97,55.83,58.74,67.88,62.41,73.00,36.86,62.05,63.87,28.46,3.27
20210719,M,Computer Science,2.97,1,4,1,71.09,71.22,64.22,74.73,74.97,72.24,79.00,79.46,78.77,35.23,71.26,71.41,64.29,55.85,56.21,52.19,62.41,63.14,62.05,12.41,3.12
20210720,F,Computer Science,3.97,0,2,1,63.92,50.18,52.32,61.01,55.70,56.02,73.49,77.60,58.88,68.62,64.05,50.20,52.34,37.22,31.02,31.38,54.01,60.22,34.67,47.09,3.65
20210721,F,Information Systems,3.28,2,3,3,90.20,94.17,76.65,87.96,73.25,88.99,81.95,84.14,89.20,34.70,90.24,94.22,76.66,77.37,53.66,79.19,67.16,70.80,79.57,12.04,3.59
20210722,M,Computer Science,3.92,0,4,2,82.52,68.08,74.24,66.18,64.22,83.27,84.58,73.25,86.71,72.49,82.56,68.20,74.39,43.80,41.24,69.34,71.54,53.66,75.19,52.55,3.86
20210723,F,Liberal Arts,3.18,1,2,1,67.73,51.26,61.90,76.89,71.74,78.54,84.36,78.30,78.07,38.21,67.91,51.32,61.98,59.12,51.47,61.69,71.17,61.31,60.95,14.60,3.24
20210724,F,Computer Science,3.45,3,3,1,61.35,80.15,64.78,86.07,80.37,86.50,90.21,75.21,83.71,42.72,61.53,80.33,64.83,74.08,64.59,74.82,81.38,56.57,70.07,18.25,3.66
20210725,M,Business,3.04,0,1,0,41.04,45.21,37.73,41.85,35.74,31.39,72.75,63.93,69.41,43.56,41.20,45.30,37.89,17.51,12.77,9.85,52.93,40.87,48.18,18.97,2.87
20210726,M,Information Systems,3.15,1,2,2,61.35,67.54,64.50,73.49,72.75,79.00,83.05,66.18,64.22,30.21,61.55,67.64,64.68,54.01,52.93,62.41,68.97,43.80,41.24,9.13,3.20
20210727,F,Applied Math,3.05,2,1,4,92.75,84.14,93.59,64.22,68.08,81.72,64.22,75.70,71.74,44.80,92.87,84.21,93.78,41.24,46.35,66.78,41.24,57.30,51.47,20.07,3.22
20210728,M,Applied Math,3.40,1,1,3,94.09,80.15,76.42,54.03,73.74,67.54,57.95,73.99,78.07,54.71,94.24,80.21,76.55,29.19,54.38,45.62,33.58,54.75,60.95,29.93,3.45
20210729,M,Information Systems,3.10,1,4,2,77.37,70.19,72.49,72.24,82.83,64.50,88.58,75.94,74.97,58.57,77.56,70.23,72.55,52.19,68.61,41.60,78.46,57.67,56.21,34.30,3.21
20210730,F,Information Systems,3.13,3,2,2,67.73,82.17,73.25,74.73,77.13,79.00,81.28,73.25,84.14,51.62,67.74,82.18,73.31,55.85,59.49,62.41,66.06,53.66,70.80,26.65,3.31
20210731,F,Information Systems,3.35,2,4,2,71.09,74.24,74.73,77.84,85.01,79.00,96.66,90.21,95.14,61.90,71.17,74.41,74.76,60.59,72.27,62.41,93.43,81.38,90.52,38.32,3.52
20210732,M,Others,3.29,4,0,1,56.16,57.63,75.45,90.62,79.00,88.79,70.71,71.99,65.90,0.00,56.22,57.82,75.61,82.12,62.41,78.84,50.00,51.83,43.43,0.00,3.38
20210733,F,Applied Math,3.47,0,2,2,90.20,64.50,61.61,49.82,64.22,59.19,76.18,57.95,62.49,47.95,90.37,64.62,61.63,24.82,41.24,35.03,58.03,33.58,39.05,22.99,3.34
20210734,M,Others,3.19,1,0,1,44.80,63.65,61.90,63.36,53.70,53.01,29.60,35.74,38.68,55.70,44.83,63.77,61.93,40.14,28.84,28.10,8.76,12.77,14.96,31.02,2.89
20210735,F,Others,3.26,0,2,0,35.42,62.20,57.95,46.40,39.15,49.82,57.95,70.71,46.80,48.33,35.47,62.38,58.02,21.53,15.33,24.82,33.58,50.00,21.90,23.36,2.83
20210736,F,Applied Math,3.01,1,1,2,73.08,77.84,76.42,72.75,56.67,75.94,57.95,68.88,59.50,33.09,73.20,78.02,76.62,52.93,32.11,57.67,33.58,47.44,35.40,10.95,3.17
20210737,F,Liberal Arts,3.36,0,1,1,61.35,44.39,49.82,52.32,52.32,40.07,51.26,67.00,60.71,34.17,61.53,44.44,49.98,27.37,27.37,16.06,26.28,44.89,36.86,11.68,2.93
20210738,M,Computer Science,3.67,3,2,1,60.17,74.48,67.54,88.79,80.83,79.46,67.54,73.49,81.28,0.00,60.23,74.48,67.64,78.84,65.33,63.14,45.62,54.01,66.06,0.00,3.42
20210739,M,Applied Math,3.46,4,1,2,91.39,80.37,86.50,76.42,78.30,79.69,67.27,82.61,78.07,0.00,91.53,80.51,86.56,58.40,61.31,63.50,45.25,68.24,60.95,0.00,3.48
20210740,M,Liberal Arts,3.28,2,2,1,78.74,75.70,74.73,61.31,64.78,81.28,68.88,69.41,79.23,48.33,78.93,75.73,74.89,37.59,41.96,66.06,47.44,48.18,62.77,23.36,3.36
20210741,F,Computer Science,2.96,2,2,2,75.96,78.07,85.22,77.84,87.55,82.17,68.08,82.61,82.39,44.80,75.99,78.07,85.24,60.59,76.65,67.52,46.35,68.24,67.88,20.07,3.26
20210742,M,Applied Math,3.44,3,1,2,92.94,83.93,88.99,83.71,70.71,82.61,76.65,68.62,75.94,44.39,93.04,83.93,89.12,70.07,50.00,68.24,58.75,47.09,57.67,19.70,3.53
20210743,M,Business,3.42,4,1,0,56.48,68.08,57.31,84.36,72.49,70.71,82.61,65.90,88.17,32.53,56.58,68.12,57.48,71.17,52.55,50.00,68.24,43.43,77.74,10.58,3.38
20210744,F,Information Systems,3.45,1,2,1,62.79,76.18,53.70,64.78,60.11,63.65,68.88,65.90,64.50,42.29,62.92,76.19,53.72,41.96,36.13,40.51,47.44,43.43,41.60,17.88,3.25
20210745,F,Information Systems,3.35,2,4,2,71.09,74.24,74.73,77.84,85.01,79.00,96.66,90.21,95.14,61.90,71.10,74.28,74.76,60.59,72.27,62.41,93.43,81.38,90.52,38.32,3.52
20210746,M,Computer Science,3.50,2,1,0,55.84,59.50,39.15,65.90,69.93,88.58,73.99,65.07,59.50,43.14,55.94,59.63,39.29,43.43,48.90,78.46,54.75,42.34,35.40,18.61,3.20
20210747,F,Computer Science,3.13,0,2,0,35.92,38.68,51.62,65.62,47.57,60.41,47.57,50.90,51.97,56.67,35.98,38.81,51.71,43.06,22.63,36.49,22.63,25.91,27.01,32.11,2.77
20210748,F,Applied Math,3.10,0,0,2,66.93,72.49,79.92,55.37,40.07,54.37,36.75,53.70,49.82,27.02,66.97,72.51,80.10,30.66,16.06,29.56,13.51,28.84,24.82,7.30,3.05
20210749,F,Liberal Arts,3.17,1,2,2,71.34,74.48,78.54,74.24,68.62,59.50,75.21,72.75,93.40,37.73,71.43,74.60,78.71,55.12,47.09,35.40,56.57,52.93,87.24,14.24,3.28
20210750,F,Computer Science,3.97,0,2,1,63.92,50.18,52.32,61.01,55.70,56.02,73.49,77.60,58.88,68.62,64.07,50.29,52.46,37.22,31.02,31.38,54.01,60.22,34.67,47.09,3.65
20210751,F,Information Systems,3.19,1,2,2,66.13,67.81,65.07,60.11,64.78,55.37,69.93,65.35,82.17,58.26,66.18,67.88,65.18,36.13,41.96,30.66,48.90,42.71,67.52,33.94,3.14
20210752,F,Computer Science,3.97,0,2,1,63.92,50.18,52.32,61.01,55.70,56.02,73.49,77.60,58.88,68.62,63.96,50.22,52.40,37.22,31.02,31.38,54.01,60.22,34.67,47.09,3.65
20210753,M,Information Systems,3.06,2,3,3,91.97,76.18,90.82,75.94,90.82,76.18,83.05,86.71,75.45,57.95,92.05,76.20,90.89,57.67,82.48,58.03,68.97,75.19,56.93,33.58,3.42
20210754,F,Electronic Engineering,3.21,2,2,0,69.04,55.04,61.90,80.15,78.54,80.15,77.37,76.42,79.69,27.02,69.22,55.19,62.08,64.24,61.69,64.24,59.86,58.40,63.50,7.30,3.27
20210755,F,Computer Science,3.94,2,2,2,78.52,65.07,62.49,72.49,75.70,83.71,76.42,69.67,83.05,49.82,78.53,65.21,62.58,52.55,57.30,70.07,58.40,48.54,68.97,24.82,3.80
20210756,F,Computer Science,3.43,2,1,1,68.00,63.36,74.73,71.99,88.79,84.36,60.71,70.19,60.71,30.21,68.13,63.46,74.78,51.83,78.84,71.17,36.86,49.27,36.86,9.13,3.26
20210757,F,Applied Math,3.10,0,2,1,60.17,74.48,59.19,67.00,64.50,38.21,64.78,55.70,62.20,66.45,60.23,74.52,59.34,44.89,41.60,14.60,41.96,31.02,38.69,44.16,3.10
20210758,F,Computer Science,2.97,4,3,1,67.47,68.62,67.00,95.14,91.62,99.27,90.01,73.49,90.42,31.97,67.55,68.80,67.07,90.52,83.94,98.55,81.02,54.01,81.76,10.22,3.41
20210759,F,Computer Science,3.53,4,4,1,85.51,71.74,75.45,99.45,95.71,96.85,91.42,81.28,97.41,49.82,85.60,71.83,75.51,98.90,91.60,93.80,83.58,66.06,94.89,24.82,3.90
20210760,M,Applied Math,3.08,3,2,4,90.00,100.00,100,93.59,88.38,92.81,77.37,74.48,72.49,55.70,90.11,100.00,100.00,87.59,78.11,86.14,59.86,55.47,52.55,31.02,3.66
20210761,M,Electronic Engineering,3.27,0,2,1,67.47,70.45,71.48,50.54,42.72,43.98,62.20,56.02,67.81,68.62,67.58,70.45,71.48,25.54,18.25,19.34,38.69,31.38,45.98,47.09,3.22
20210762,F,Computer Science,3.12,1,4,2,72.59,70.19,74.97,71.99,70.19,92.41,90.62,84.79,74.73,69.67,72.63,70.25,75.11,51.83,49.27,85.40,82.12,71.89,55.85,48.54,3.45
20210763,F,Computer Science,4,3,3,2,75.96,79.46,86.92,82.61,91.02,85.22,74.48,89.40,78.77,44.39,75.97,79.59,87.06,68.24,82.85,72.62,55.47,79.92,62.05,19.70,4.06
20210764,F,Others,3.15,0,2,1,63.36,42.72,72.24,59.19,49.45,59.81,65.07,67.54,74.73,50.90,63.43,42.88,72.41,35.03,24.45,35.77,42.34,45.62,55.85,25.91,3.07
20210765,F,Liberal Arts,3.94,2,1,1,55.20,65.90,68.08,80.15,82.17,58.88,74.73,69.93,64.22,50.18,55.22,65.90,68.17,64.24,67.52,34.67,55.85,48.90,41.24,25.18,3.69
20210766,M,Applied Math,3.05,4,0,2,93.90,81.50,83.05,89.40,79.92,73.99,56.99,73.74,76.18,0.00,93.95,81.64,83.07,79.92,63.87,54.75,32.48,54.38,58.03,0.00,3.29
20210767,F,Others,3.47,0,1,1,42.33,54.03,56.67,57.31,50.18,61.61,47.95,61.90,39.61,63.65,42.47,54.07,56.76,32.84,25.18,37.96,22.99,38.32,15.69,40.51,2.99
20210768,F,Computer Science,2.97,4,3,1,67.47,68.62,67.00,95.14,91.62,99.27,90.01,73.49,90.42,31.97,67.54,68.73,67.11,90.52,83.94,98.55,81.02,54.01,81.76,10.22,3.41
20210769,F,Computer Science,3.13,0,2,0,35.92,38.68,51.62,65.62,47.57,60.41,47.57,50.90,51.97,56.67,35.97,38.76,51.72,43.06,22.63,36.49,22.63,25.91,27.01,32.11,2.77
20210770,M,Computer Science,3.50,2,1,0,55.84,59.50,39.15,65.90,69.93,88.58,73.99,65.07,59.50,43.14,55.86,59.59,39.30,43.43,48.90,78.46,54.75,42.34,35.40,18.61,3.20
20210771,M,Electronic Engineering,3.27,0,2,1,67.47,70.45,71.48,50.54,42.72,43.98,62.20,56.02,67.81,68.62,67.52,70.46,71.60,25.54,18.25,19.34,38.69,31.38,45.98,47.09,3.22
20210772,F,Liberal Arts,3.73,0,2,1,65.03,50.18,63.93,54.03,62.49,41.85,76.89,85.44,88.79,61.61,65.12,50.37,64.06,29.19,39.05,17.51,59.12,73.00,78.84,37.96,3.39
20210773,F,Applied Math,3.09,0,0,4,89.60,77.84,81.05,41.85,51.97,54.37,51.97,47.18,56.35,66.73,89.70,77.94,81.22,17.51,27.01,29.56,27.01,22.26,31.75,44.53,3.21
20210774,M,Information Systems,3.06,3,4,2,90.60,72.75,72.75,84.79,78.54,94.56,87.13,91.02,84.58,20.93,90.73,72.94,72.89,71.89,61.69,89.42,75.92,82.85,71.54,4.38,3.39
20210775,F,Applied Math,3.09,0,0,4,89.60,77.84,81.05,41.85,51.97,54.37,51.97,47.18,56.35,66.73,89.69,78.02,81.07,17.51,27.01,29.56,27.01,22.26,31.75,44.53,3.21
20210776,M,Business,3.23,0,0,0,20.68,56.96,59.60,40.61,26.28,36.17,66.28,49.43,61.03,54.00,20.91,57.04,59.64,16.49,6.90,13.24,43.88,24.40,37.10,29.07,2.87
20210777,F,Information Systems,3.37,0,2,3,82.52,77.13,80.83,67.27,47.57,47.57,65.90,65.35,83.05,61.31,82.59,77.25,80.96,45.25,22.63,22.63,43.43,42.71,68.97,37.59,3.48
20210778,F,Information Systems,3.28,2,3,3,90.20,94.17,76.65,87.96,73.25,88.99,81.95,84.14,89.20,34.70,90.38,94.31,76.83,77.37,53.66,79.19,67.16,70.80,79.57,12.04,3.59
20210779,M,Applied Math,3.68,2,2,3,93.33,84.14,75.21,72.49,63.93,83.05,78.30,64.22,67.54,51.62,93.34,84.32,75.26,52.55,40.87,68.97,61.31,41.24,45.62,26.65,3.77
20210780,F,Electronic Engineering,3.34,3,3,0,66.93,61.01,68.35,74.24,89.20,75.94,80.60,66.73,89.40,37.73,67.06,61.10,68.39,55.12,79.57,57.67,64.96,44.53,79.92,14.24,3.39
20210781,F,Information Systems,3.12,2,1,2,69.30,71.22,80.60,75.21,79.23,61.01,78.54,54.03,76.18,25.63,69.42,71.40,80.76,56.57,62.77,37.22,61.69,29.19,58.03,6.57,3.24
20210782,M,Computer Science,3.22,2,3,2,71.84,73.99,65.62,93.20,86.07,82.61,81.50,85.65,91.02,35.23,71.89,74.06,65.72,86.86,74.08,68.24,66.42,73.36,82.85,12.41,3.50
20210783,F,Applied Math,3.28,1,1,3,78.74,75.45,87.55,73.00,50.90,53.70,56.35,55.04,55.04,63.93,78.83,75.53,87.74,53.29,25.91,28.84,31.75,30.29,30.29,40.87,3.14
20210784,F,Information Systems,3.22,2,1,3,77.14,87.55,86.50,77.13,87.55,71.74,70.19,64.78,73.74,60.41,77.16,87.67,86.67,59.49,76.65,51.47,49.27,41.96,54.38,36.49,3.47
20210785,F,Applied Math,3.05,2,1,4,92.75,84.14,93.59,64.22,68.08,81.72,64.22,75.70,71.74,44.80,92.80,84.34,93.70,41.24,46.35,66.78,41.24,57.30,51.47,20.07,3.22
